"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1468","RT @arpaget: Sen @RonWyden have you seen the leaked #TPP text? Don't betray the Internet! #NoFastTrack! http://t.co/iK385ZoZgk http://t.co/…",FALSE,0,NA,2015-03-29 15:00:56,FALSE,NA,"582195743647252480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cooperkm89",1,TRUE,FALSE,NA,NA
"1469","RT @fightfortheftr: TOMORROW: Join us in DC for #WydenFilmFest. Videos on a JUMBOTRON asking @RonWyden to oppose #FastTrack for #TPP! https…",FALSE,0,NA,2015-03-29 15:00:42,FALSE,NA,"582195682964070400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eohiza",16,TRUE,FALSE,NA,NA
"1470","RT @fightfortheftr: TOMORROW: Join us in DC for #WydenFilmFest. Videos on a JUMBOTRON asking @RonWyden to oppose #FastTrack for #TPP! https…",FALSE,0,NA,2015-03-29 15:00:19,FALSE,NA,"582195588789374976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cooperkm89",16,TRUE,FALSE,NA,NA
"1471","RT @PCGTW: .@RonWyden avoids #TPP protesters while continuing fundraising: http://t.co/H0HvdI8FGZ #NoFastTrack @fightfortheftr http://t.co/…",FALSE,0,NA,2015-03-29 14:54:42,FALSE,NA,"582194174042079232",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","4Czens",11,TRUE,FALSE,NA,NA
"1472","RT @fightfortheftr: TOMORROW: Join us in DC for #WydenFilmFest. Videos on a JUMBOTRON asking @RonWyden to oppose #FastTrack for #TPP! https…",FALSE,0,NA,2015-03-29 14:46:46,FALSE,NA,"582192176123129856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Merton_G3",16,TRUE,FALSE,NA,NA
"1473","RT @fightfortheftr: TOMORROW: Join us in DC for #WydenFilmFest. Videos on a JUMBOTRON asking @RonWyden to oppose #FastTrack for #TPP! https…",FALSE,0,NA,2015-03-29 14:45:40,FALSE,NA,"582191899961876480",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","FreeNetBot",16,TRUE,FALSE,NA,NA
"1474","RT @fightfortheftr: TOMORROW: Join us in DC for #WydenFilmFest. Videos on a JUMBOTRON asking @RonWyden to oppose #FastTrack for #TPP! https…",FALSE,0,NA,2015-03-29 14:44:55,FALSE,NA,"582191711155302400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RemyKyd",16,TRUE,FALSE,NA,NA
"1475","RT @fightfortheftr: TOMORROW: Join us in DC for #WydenFilmFest. Videos on a JUMBOTRON asking @RonWyden to oppose #FastTrack for #TPP! https…",FALSE,0,NA,2015-03-29 14:44:36,FALSE,NA,"582191632910520321",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","XceptN",16,TRUE,FALSE,NA,NA
"1476","RT @stevedisclosure: @RONWYDEN #Disclosure http://t.co/kPM6iEKZUT @CNN @ABC @FoxNews @nytimes @BarackObama",FALSE,0,NA,2015-03-29 14:44:11,FALSE,NA,"582191528459808769",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DISCLO4SURE",2,TRUE,FALSE,NA,NA
"1477","TOMORROW: Join us in DC for #WydenFilmFest. Videos on a JUMBOTRON asking @RonWyden to oppose #FastTrack for #TPP! https://t.co/JKbQldOK9y",FALSE,5,NA,2015-03-29 14:43:08,FALSE,NA,"582191264185094144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fightfortheftr",16,FALSE,FALSE,NA,NA
"1478","RT @fightfortheftr: Dear @RonWyden we need you to be a hero! Please don't betray the Internet. Oppose #FastTrack! http://t.co/rQ6Cl39bSX ht…",FALSE,0,NA,2015-03-29 14:34:01,FALSE,NA,"582188967308632064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SnoCoReporter",955,TRUE,FALSE,NA,NA
